track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2r79Mo4a2XG5kU4kgiXsns,blink-182,Halloween Scary Party,Ghost On The Dance Floor,0,257519,TRUE,0.532,0.969,11,-3.967,1,0.0581,2.41e-5,0.0265,0.0912,0.547,103.511,4,punk
7MVrLce4MZMiGrm6ehdGSt,Paramore,All Out Alternative,Misery Business,0,211520,FALSE,0.513,0.906,1,-3.673,1,0.0737,0.00272,8.42e-6,0.113,0.73,173,4,punk
5jenPxOowZslz2QBv8utFF,Green Day,OK Boomers - Top Tunes,Basket Case,2,181533,FALSE,0.441,0.943,3,-3.205,1,0.0602,0.00293,8.27e-6,0.091,0.781,85.05,4,punk
3XERD1dJsm6kLPblCwgdJ1,My Chemical Romance,Top of the Rock,The Foundations of Decay,0,360760,FALSE,0.363,0.67,1,-6.652,0,0.0552,5.82e-4,0.548,0.317,0.198,150.15,4,punk
5nlwgUs9iUPoRr8kPEHONO,blink-182,Halloween Party Canzoni per Bambini 2022,Ghost On The Dance Floor,0,257519,TRUE,0.532,0.969,11,-3.967,1,0.0581,2.41e-5,0.0265,0.0912,0.547,103.511,4,punk
4IPD2ahXpRL6juxejxDSHh,blink-182,Alternative Christmas 2022,"Happy Holidays, You Bastard",0,42440,TRUE,0.409,0.99,11,-2.084,1,0.115,0.02,0,0.513,0.962,172.715,4,punk
3RhSYslhNvVrJXRXcoerhq,My Chemical Romance,All Out Alternative,Teenagers,3,161920,FALSE,0.459,0.858,4,-3.063,1,0.0626,0.0506,0,0.184,0.855,111.682,4,punk
0Re4mDIlMH1IK5Tr9QArVl,My Chemical Romance,Tek It - New Noise,The Foundations of Decay,0,360760,FALSE,0.363,0.67,1,-6.652,0,0.0552,5.82e-4,0.548,0.317,0.198,150.15,4,punk
2vOxTlFJnVmv5BBWwRAgkP,All Time Low,All Bops,Blinding Lights,0,193151,FALSE,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48e-5,0.0743,0.61,171.016,4,punk
5XRNXsQhowtR0AbhaI7kIb,blink-182,90's Music Grandi Successi,All The Small Things,1,171066,FALSE,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4,punk
7EsuEeyUWYAryo789YrxR6,blink-182,Halloween Kids Party 2022,Adam's Song,0,249626,FALSE,0.52,0.775,0,-5.803,1,0.0348,0.034,0,0.364,0.383,136.02,4,punk
3htVxgwWQZ88VbucbOJkjO,blink-182,Rock Workout 2023,What's My Age Again?,4,148360,TRUE,0.391,0.951,6,-7.419,1,0.0688,0.012,4.46e-4,0.0878,0.468,157.663,4,punk
00IiTu5o9IVasXMX3udpZo,Simple Plan,Holly Jolly Christmas,Christmas Every Day,0,226019,FALSE,0.306,0.939,2,-4.335,1,0.127,0.0117,0,0.102,0.495,186.059,4,punk
2AjLI6h9DZrFw0XVtTYwdT,blink-182,Rock Workout 2023,All The Small Things,1,171066,FALSE,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4,punk
3Xi6BMBRtkRyfOxNlfvCcv,blink-182,Alternative Christmas 2022,I Won't Be Home For Christmas,0,198093,FALSE,0.347,0.942,7,-5.517,1,0.0913,0.00196,0,0.338,0.66,200.025,4,punk
4U2JpOMa70XHieiT6jHLUd,blink-182,Mirando las nubes,All The Small Things,0,171066,FALSE,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4,punk
1IIsopNiGi2Vq0seNmZbLt,Paramore,Metal,Misery Business,0,211520,FALSE,0.513,0.906,1,-3.673,1,0.0737,0.00272,8.42e-6,0.113,0.73,173,4,punk
7znniOrVgnRjxIfwHjA9m6,blink-182,Alternative Christmas 2022,"Happy Holidays, You Bastard",0,42440,TRUE,0.409,0.99,11,-2.084,1,0.115,0.02,0,0.513,0.962,172.715,4,punk
7DBfGAwi8z20B0NQpzV0AF,Paramore,Metal Lives!,Misery Business,0,211520,FALSE,0.513,0.906,1,-3.673,1,0.0737,0.00272,8.42e-6,0.113,0.73,173,4,punk
4M8ak2tOeQBos27ReHNtX2,The Smiths,Timeless Rock Hits,Bigmouth Strikes Again,2,193320,FALSE,0.401,0.901,1,-5.011,0,0.041,0.0704,0,0.538,0.839,134.799,4,punk
4StfPt5v3Y4S3t2ZgzOJMa,Simple Plan,Christmas Music - Holiday Hits,Christmas Every Day,0,226019,FALSE,0.306,0.939,2,-4.335,1,0.127,0.0117,0,0.102,0.495,186.059,4,punk
7EU1RzKt7PJO9KyXzYcG23,Green Day,20's Rock,Oh Yeah!,0,171160,FALSE,0.623,0.792,11,-6.37,1,0.0665,7e-5,0.00467,0.159,0.584,127.043,4,punk
2k08TgL2Sl0LvSjA4fFicn,blink-182,Halloween Kids Party 2022,All The Small Things,0,171066,FALSE,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4,punk
0D3Z0cjHZ7YSUnFi3EEkdV,blink-182,Halloween Party Canzoni per Bambini 2022,All The Small Things,0,171066,FALSE,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4,punk
2kDuAIr3uJKloU1cnNO6KT,Paramore;Smash Mode,10's Dance Classics,Ain't It Fun - Smash Mode Remix,0,325312,FALSE,0.68,0.884,1,-5.146,0,0.0501,4.08e-4,0.00304,0.0738,0.827,124.04,4,punk
2XtsxK4mneUrhNHTRs1ZVQ,The Offspring,90's Music Grandi Successi,Why Don't You Get A Job,2,172466,TRUE,0.766,0.882,5,-4.477,1,0.0713,0.0675,2.59e-6,0.281,0.547,107.933,4,punk
1ucG7WvccotikvUESNba5n,My Chemical Romance;The Used,Just Best Covers,Under Pressure,1,211733,FALSE,0.529,0.897,2,-5.945,1,0.0586,0.0014,0,0.19,0.285,125.003,4,punk
0gd85OZzAQWqq3VJGimuy3,Rise Against,Halloween Metal Nights,The Violence,1,228720,FALSE,0.296,0.921,10,-2.468,0,0.0634,4.08e-5,2.14e-4,0.0804,0.559,183.983,4,punk
502YAAGo4tiKD8xIqa3M5N,The Cure,90's Music Grandi Successi,Friday I'm In Love,1,214400,FALSE,0.552,0.946,7,-4.249,0,0.0384,0.00106,6.61e-4,0.368,0.458,135.979,4,punk
7CmA9WWvO4CyeQb8sHQ0wB,Green Day,Summer Music Festival Hits,Good Riddance (Time of Your Life),0,153466,TRUE,0.449,0.432,7,-7.844,1,0.0306,0.183,0,0.161,0.645,94.281,4,punk
2vU6bm5hVF2idVknGzqyPL,The Offspring,Alternative Christmas 2022,Christmas (Baby Please Come Home),0,187355,FALSE,0.437,0.878,0,-4.687,1,0.0452,0.0112,0,0.126,0.623,128.043,4,punk
0afzkvZmb1oSEEC9tgDGez,Rise Against,Alternative Christmas 2022,Making Christmas,0,207213,FALSE,0.515,0.97,1,-4.825,1,0.062,6.21e-5,0.00799,0.149,0.609,163.912,4,punk
0DG6fEabZitI14GPlKvE1M,Rise Against,Alternative Christmas 2022,Making Christmas,0,207213,FALSE,0.515,0.97,1,-4.825,1,0.062,6.21e-5,0.00799,0.149,0.609,163.912,4,punk
1SHB1hp6267UK9bJQUxYvO,Molchat Doma,Этажи,Судно (Борис Рижий),75,141394,FALSE,0.484,0.75,1,-4.176,1,0.0685,0.697,0.862,0.105,0.467,159.992,4,punk
1AdYZ6X00nXmO613Y7GJOl,blink-182,blink-182,I Miss You,78,227250,FALSE,0.423,0.714,11,-8.295,1,0.045,0.00113,6.28e-6,0.0855,0.593,110.017,4,punk
1yjY7rpaAQvKwpdUliHx0d,Paramore,Paramore,Still into You,80,216013,FALSE,0.602,0.923,5,-3.763,1,0.044,0.0098,0,0.0561,0.765,136.01,4,punk
0WQiDwKJclirSYG9v5tayI,The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,81,244586,FALSE,0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162,4,punk
7z84Fwf1R3Z2BwHCP620CI,Paramore,This Is Why,This Is Why,80,207652,FALSE,0.723,0.737,11,-7.566,0,0.0386,0.00435,0.00261,0.116,0.689,123.039,4,punk
6nTiIhLmQ3FWhvrGafw2zj,Green Day,American Idiot,American Idiot,79,176346,TRUE,0.38,0.988,1,-2.042,1,0.0639,2.64e-5,7.86e-5,0.368,0.769,186.113,4,punk
7j31rVgGX9Q2blT92VBEA0,My Chemical Romance,The Black Parade,Teenagers,81,161920,FALSE,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,4,punk
7gJt7kfEVdsJevCOShRwrg,Surf Curse,La Fine dell'Estate,Freaks,1,147062,FALSE,0.345,0.941,9,-9.918,1,0.0466,3.84e-5,0.633,0.0511,0.407,179.626,4,punk
6ORqU0bHbVCRjXm9AjyHyZ,Green Day,Nimrod,Good Riddance (Time of Your Life),77,153466,TRUE,0.475,0.432,7,-7.844,1,0.0302,0.183,0,0.161,0.648,94.605,4,punk
1mNeXxPfXOQUcdSB0qJV6W,Surf Curse,Rock - Best of 2022,Sugar,3,162880,FALSE,0.606,0.696,6,-5.153,1,0.0613,0.122,1.88e-4,0.157,0.68,121.347,4,punk
17trFB93d2q6bIMVRfOPAJ,Surf Curse,Tek It - New Noise,Sugar,0,162880,FALSE,0.606,0.696,6,-5.153,1,0.0613,0.122,1.88e-4,0.157,0.68,121.347,4,punk
6DOEBCCPcdo4DmHeRiSzsm,Surf Curse,Here to Forever - All New Indie,TVI,1,161200,FALSE,0.286,0.945,1,-4.309,1,0.0518,0.00243,1.97e-6,0.0997,0.62,184.301,4,punk
2zufTlIQKq6bqOsb8mhRAY,Surf Curse,All Out Alternative,TVI,0,161200,FALSE,0.286,0.945,1,-4.309,1,0.0518,0.00243,1.97e-6,0.0997,0.62,184.301,4,punk
0ApynGibluWbqKMBTlAaOZ,All Time Low,Rock Brandneu,Blinding Lights,2,193151,FALSE,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48e-5,0.0743,0.61,171.016,4,punk
1gVAK9YQVXXWo11ZG3qZWX,Against The Current,Rock - Best of 2022,weapon,2,197209,FALSE,0.402,0.924,7,-4.089,0,0.156,2.1e-4,0,0.237,0.443,180.075,4,punk
5mhWD3cDX9JTP0ukiEzNWf,Sublime,Hits Pop Rock 90's,Santeria,1,183200,FALSE,0.665,0.751,4,-5.003,1,0.041,0.0209,5.16e-6,0.121,0.58,90.376,4,punk
5QFs7NvsWiy333OijTOUaT,Against The Current,Top of the Rock,Wildfire,0,166779,FALSE,0.569,0.884,6,-5.654,0,0.0316,1.58e-4,6.19e-4,0.199,0.429,121.01,4,punk
3Tk862X58ciHqlNow4SQl4,Against The Current,Rock Brandneu,Wildfire,0,166779,FALSE,0.569,0.884,6,-5.654,0,0.0316,1.58e-4,6.19e-4,0.199,0.429,121.01,4,punk
0hvaFbXyQGo7He66hmmGFh,Against The Current,Tek It - New Noise,Wildfire,0,166779,FALSE,0.569,0.884,6,-5.654,0,0.0316,1.58e-4,6.19e-4,0.199,0.429,121.01,4,punk
56GH1HDx3NzS4wDDdNQVe9,All Time Low,Just Best Covers,Blinding Lights,1,193151,FALSE,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48e-5,0.0743,0.61,171.016,4,punk
3bkgyThZ4ImhlQNgVRo850,All Time Low,Top of the Rock,Blinding Lights,1,193151,FALSE,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48e-5,0.0743,0.61,171.016,4,punk
0ND3OzMoWDW8ciiobRGXxf,Yeah Yeah Yeahs;A-Trak,Pumpkin Patch Hits,Heads Will Roll - A-Trak Remix,0,383893,FALSE,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,punk
5UFr6YU5nIp1ra63Yusbp7,Yeah Yeah Yeahs;A-Trak,Twisted Halloween Hits,Heads Will Roll - A-Trak Remix,0,383893,FALSE,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,punk
2ziXC5o41KXiw3LoG8p82t,All Time Low,Tek It - New Noise,Blinding Lights,0,193151,FALSE,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48e-5,0.0743,0.61,171.016,4,punk
3YZYk5HPmrO5GUxY3g6R99,All Time Low,Alternative Christmas 2022,"Merry Christmas, Kiss My Ass",0,199253,FALSE,0.574,0.966,4,-3.034,1,0.0685,0.0141,0,0.43,0.788,128.034,4,punk
1UEj7RpdqH02grDvdxTKLP,All Time Low,Alternative Christmas 2022,"Merry Christmas, Kiss My Ass",0,199253,FALSE,0.574,0.966,4,-3.034,1,0.0685,0.0141,0,0.43,0.788,128.034,4,punk
6jWp894FQdLITbdZFZrUq7,Surf Curse,Top of the Rock,Sugar,0,162880,FALSE,0.606,0.696,6,-5.153,1,0.0613,0.122,1.88e-4,0.157,0.68,121.347,4,punk
6DulvzWONaGcej1H2pj3i2,All Time Low,Emo Christmas 2022,"Merry Christmas, Kiss My Ass",2,199253,FALSE,0.574,0.966,4,-3.034,1,0.0685,0.0141,0,0.43,0.788,128.034,4,punk
2gqJzouphFuJoTfTsGLSsj,New Order,Planet 80's,Elegia,0,296080,FALSE,0.431,0.44,7,-10.288,1,0.0331,0.0515,0.868,0.234,0.0384,76.788,3,punk
0fgSNUfZsTNRpTZyRUA6cE,Misfits;Glenn Danzig,Rock & Halloween,Horror Business,1,165866,FALSE,0.323,0.943,5,-8.451,1,0.0538,0.588,0.00529,0.227,0.0606,90.264,4,punk
1kVp5JBxCwO8o87YbKEd5f,The All-American Rejects,De ese gran pop de los 00's,Gives You Hell,0,214306,FALSE,0.725,0.675,4,-6.8,1,0.0368,0.0165,0,0.0537,0.595,99.979,4,punk
4j9XFRR2CFAOn4Z4eIklBP,Misfits,Rock & Halloween,Halloween,3,112426,FALSE,0.382,0.937,0,-9.01,1,0.0758,0.0172,0,0.271,0.0957,108.729,4,punk
2vYGlPIhtLGM23rXY8hfgX,The All-American Rejects,OO's Music Grandi Successi,Dirty Little Secret,1,194080,FALSE,0.459,0.955,10,-4.26,1,0.0448,3.11e-4,4.29e-6,0.421,0.485,143.865,4,punk
3Nf1KQH090C4FVrjOXrioq,The All-American Rejects,Rock Workout 2023,Gives You Hell,1,214306,FALSE,0.725,0.675,4,-6.8,1,0.0368,0.0165,0,0.0537,0.595,99.979,4,punk
6lVtX3nLHyWZP7aqU9HuVW,Yeah Yeah Yeahs,Halloween 2022,Heads Will Roll,0,221000,FALSE,0.562,0.903,8,-4.46,0,0.0296,1.87e-4,0.0939,0.298,0.791,132.013,4,punk
2L1WVCWCuhbc8IEIiJbrGl,Misfits,Spooky Scary Season,Halloween,2,112426,FALSE,0.382,0.937,0,-9.01,1,0.0758,0.0172,0,0.271,0.0957,108.729,4,punk
4GPQDyw9hC1DiZVh0ouDVL,The Black Keys,OK Boomers - Top Tunes,Keep My Name Outta Your Mouth,0,189356,FALSE,0.597,0.702,11,-4.767,1,0.0445,0.0197,0.01,0.125,0.645,83.507,4,punk
7CtvStZdIOR3nRRbATB4Gd,Misfits,Happy Haunted Halloween Tunes,Halloween,1,112426,FALSE,0.382,0.937,0,-9.01,1,0.0758,0.0172,0,0.271,0.0957,108.729,4,punk
53sOR02nAN4tpAzAkL2EnB,Sublime,Hits Pop Rock 90's,What I Got,1,170906,TRUE,0.804,0.693,7,-7.47,1,0.0915,0.00876,9.16e-4,0.314,0.654,95.721,4,punk
1zI8C6f7LURY0eD0gMuVVY,Misfits,Halloween Songs | Witches Hour,Halloween,2,112426,FALSE,0.382,0.937,0,-9.01,1,0.0758,0.0172,0,0.271,0.0957,108.729,4,punk
5ftfVzSLIi5ZxYdNbRtf41,The Black Keys,Coffee Moment,Never Gonna Give You Up,0,218986,FALSE,0.557,0.665,6,-6.19,0,0.0328,0.321,2.81e-4,0.0713,0.437,75.803,4,punk
6sSyHED31Nw3Blus6oSrU4,Misfits,Anthems for Witches 2022,Halloween,0,112426,FALSE,0.382,0.937,0,-9.01,1,0.0758,0.0172,0,0.271,0.0957,108.729,4,punk
6uoc1lU3r0pkC7lHhpSgTT,Talking Heads,OK Boomers - Top Tunes,Psycho Killer - 2005 Remaster,0,261413,FALSE,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,punk
0klYM8Q5GK4ygCJzukdsi3,Misfits,Pumpkin Patch Hits,Halloween,0,112426,FALSE,0.382,0.937,0,-9.01,1,0.0758,0.0172,0,0.271,0.0957,108.729,4,punk
4gEgGD5j02KyFYlQeJq2FG,Talking Heads,80's,Once in a Lifetime - 2005 Remaster,0,259906,FALSE,0.644,0.919,2,-6.289,1,0.0561,0.179,0.135,0.622,0.87,117.458,4,punk
2W2FdBJVibxUT86HT7Dx5E,Misfits,Twisted Halloween Hits,Halloween,0,112426,FALSE,0.382,0.937,0,-9.01,1,0.0758,0.0172,0,0.271,0.0957,108.729,4,punk
7frumfCbPME9rnrbBB7qZ7,Ramones,Maintain Your Mojo,I Wanna Be Sedated,0,149466,FALSE,0.598,0.96,11,-3.989,1,0.042,0.169,2.89e-5,0.105,0.937,163.011,4,punk
4mD8zN3sQ0mi7Ayc2pVbrn,Billy Talent,Post-Millennial Noise,"Hey Hey, My My (Into the Black)",1,291106,FALSE,0.469,0.964,2,-3.06,1,0.0677,4.61e-5,0.00169,0.237,0.33,133.022,4,punk
0bNxdr2hiuRVA66Vzh6SzY,Misfits,Halloween Scary Party,Halloween - Master Sound Productions 1980,0,106666,FALSE,0.418,0.845,0,-12.182,1,0.0415,0.572,0.144,0.115,0.202,113.794,3,punk
48b3btPS19LeSIgOsA8q2c,Misfits,Halloween Spooky Party 2022,Halloween - Master Sound Productions 1980,0,106666,FALSE,0.418,0.845,0,-12.182,1,0.0415,0.572,0.144,0.115,0.202,113.794,3,punk
4sebUbjqbcgDSwG6PbSGI0,Cage The Elephant,Melophobia,Come a Little Closer,74,229346,FALSE,0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04e-6,0.151,0.304,148.038,4,punk
3eHYnUFpEZjnTQag1EVxHC,You Me At Six,Night People,Take on the World,40,271306,FALSE,0.559,0.532,2,-6.461,1,0.0302,0.157,4.28e-6,0.0927,0.11,104.02,4,punk
2wVWGFVkL5I3JGsoWBx2AZ,blink-182,EDGING,EDGING,78,151533,TRUE,0.606,0.905,5,-3.117,1,0.0518,0.0044,0,0.151,0.706,143.952,4,punk
3Pzh926pXggbMe2ZpXyMV7,Cage The Elephant,Cage The Elephant (Expanded Edition),Ain't No Rest for the Wicked,74,175493,FALSE,0.636,0.849,0,-7.075,1,0.106,0.0438,0,0.372,0.917,156.036,4,punk
1ibeKVCiXORhvUpMmtsQWq,Sum 41,Chuck,Pieces,69,182040,FALSE,0.457,0.83,5,-5.262,1,0.0321,0.00682,0.00337,0.166,0.602,99.93,4,punk
39shmbIHICJ2Wxnk1fPSdz,The Clash,Combat Rock (Remastered),Should I Stay or Should I Go - Remastered,80,188986,FALSE,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,4,punk
2m1hi0nfMR9vdGC8UcrnwU,blink-182,Enema Of The State,All The Small Things,83,167066,FALSE,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.684,148.726,4,punk
2Cdvbe2G4hZsnhNMKyGrie,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,78,175173,FALSE,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,4,punk
5vfjUAhefN7IjHbTvVCT4Z,Green Day,Holiday,Holiday,71,233026,FALSE,0.538,0.884,8,-3.251,1,0.031,1.38e-4,0,0.466,0.736,146.511,4,punk
5qJHlqHV4mQUh5fWqZoT9H,The Run Around,Bombs Away,Bombs Away,51,165080,FALSE,0.577,0.938,2,-3.715,1,0.236,3.46e-4,9.92e-6,0.203,0.487,137.993,4,punk
6otiaV2fagE3s8IvP6WkwG,Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",I'm Just a Kid,72,198333,FALSE,0.527,0.834,1,-5.531,1,0.0447,0.00107,1.02e-4,0.0993,0.422,110.065,4,punk
5wQnmLuC1W7ATsArWACrgW,My Chemical Romance,The Black Parade,Welcome to the Black Parade,79,311106,FALSE,0.217,0.905,2,-4.103,1,0.0752,2.89e-4,1.1e-4,0.222,0.236,96.95,4,punk
5A8jUZatix87xG0Zj6HSKG,The Cab,Symphony Soldier,Angel With a Shotgun,63,223092,FALSE,0.543,0.84,2,-5.121,1,0.0499,0.00471,0,0.179,0.394,124.037,4,punk
6L89mwZXSOwYl76YXfX13s,Green Day,Dookie,Basket Case,81,181533,FALSE,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-6,0.091,0.781,85.064,4,punk
0cEBv7oJxFp3bfTFqWFI0R,Hot Chelle Rae;Demi Lovato,Whatever,Why Don't You Love Me (feat. Demi Lovato),60,211413,FALSE,0.53,0.802,2,-6.494,1,0.0362,0.121,0,0.118,0.566,148.054,3,punk
6TfBA04WJ3X1d1wXhaCFVT,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",81,177826,TRUE,0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,4,punk
5jJku0eSaZrMEBEqM7IbTU,Waterparks,Rock - Best of 2022,SELF-SABOTAGE,2,157053,TRUE,0.603,0.872,9,-4.111,1,0.0596,0.137,0,0.596,0.416,118.022,4,punk
3KFF8fgf5RLmpSXBrxfbtj,Waterparks,Rock Brandneu,FUNERAL GREY,0,164138,TRUE,0.645,0.85,1,-3.627,0,0.0898,0.0202,0,0.656,0.961,145.971,4,punk
7ch89fdAaK52QYF5QKUUab,Yeah Yeah Yeahs;A-Trak,Halloween Hits,Heads Will Roll - A-Trak Remix,0,383893,FALSE,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,punk
6368Wi9GXSgzSrk7XNZstL,Waterparks,Tek It - New Noise,FUNERAL GREY,0,164138,TRUE,0.645,0.85,1,-3.627,0,0.0898,0.0202,0,0.656,0.961,145.971,4,punk
6Gul0ijg63M9oIhQQPnUtT,Waterparks,Top of the Rock,FUNERAL GREY,0,164138,TRUE,0.645,0.85,1,-3.627,0,0.0898,0.0202,0,0.656,0.961,145.971,4,punk
2VyjUsHp5ozPTzvEg0xJjj,Yellowcard,Christmas Rock 2022,Christmas Lights,0,241653,FALSE,0.517,0.571,9,-8.478,1,0.0293,0.00674,0.00142,0.0508,0.222,130.905,4,punk
6Yy2ilpQKtZvTp0mkVypRD,Waterparks,Rock Brandneu,SELF-SABOTAGE,0,157053,TRUE,0.603,0.872,9,-4.111,1,0.0596,0.137,0,0.596,0.416,118.022,4,punk
6aoLd8SDOKQ4bmmPxR0LDL,Yellowcard,Emo Christmas 2022,Christmas Lights,0,241653,FALSE,0.517,0.571,9,-8.478,1,0.0293,0.00674,0.00142,0.0508,0.222,130.905,4,punk
7y7A9sWYJQpPwKiJBwGZOd,Yellowcard,Alternative Christmas 2022,Christmas Lights,0,241653,FALSE,0.517,0.571,9,-8.478,1,0.0293,0.00674,0.00142,0.0508,0.222,130.905,4,punk
3VhnviZCKMbE67tsKYRJX5,Yellowcard,Rock n Roll Christmas,Christmas Lights,0,241653,FALSE,0.517,0.571,9,-8.478,1,0.0293,0.00674,0.00142,0.0508,0.222,130.905,4,punk
4sO7A5yF6SfqiHeINS61DE,Yeah Yeah Yeahs;A-Trak,Halloween Party 2022,Heads Will Roll - A-Trak Remix,0,383893,FALSE,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,punk
4haXv9IJwOlJJsT6FNJPYk,Jimmy Eat World,Обратно в клас - rock,The Middle,0,166040,FALSE,0.644,0.848,2,-5.385,1,0.0529,0.0358,0,0.0676,0.928,162.151,4,punk
