track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1mOhRdYfCMLbyzrQPPcGMG,Los Caligaris,No Es Lo Que Parece,Añejo W,52,303878,FALSE,0.676,0.892,5,-5.065,0,0.0348,0.326,9.46e-6,0.346,0.829,142.046,4,ska
53sOR02nAN4tpAzAkL2EnB,Sublime,Hits Pop Rock 90's,What I Got,1,170906,TRUE,0.804,0.693,7,-7.47,1,0.0915,0.00876,9.16e-4,0.314,0.654,95.721,4,ska
5L0oNcUAPW4zFLBekccycM,Sumo,Llegando Los Monos,El Ojo Blindado,50,134173,FALSE,0.192,0.894,2,-7.136,1,0.0421,3.42e-6,0.0028,0.025,0.67,194.458,4,ska
6VQW8Ye28Crwz90BIexsrF,Bersuit Vergarabat,Triste Hora,Vuelos,1,264586,FALSE,0.423,0.493,2,-9.569,0,0.0374,0.1,5.95e-6,0.0797,0.522,167.708,4,ska
0ykwpOJjcAa6qKkK8P9TLF,Triciclo Circus Band;Los Caligaris,Terc3ra Llamada,Adiós adiós,52,224669,FALSE,0.658,0.825,7,-8.252,1,0.0593,0.348,0,0.0984,0.937,168.084,4,ska
1HxNA8JjIIfVGqMr7Jm59f,Los Caligaris,Circología,Mejilla Izquierda,50,229280,FALSE,0.757,0.888,9,-5.636,1,0.156,0.132,0,0.139,0.543,150.079,4,ska
1xeJGNdKyEqqhWfkR31jM2,Los Caligaris,Circología,Aunque No Quiero,48,215626,FALSE,0.605,0.79,7,-5.675,1,0.0348,0.0229,0,0.0955,0.644,141.819,4,ska
41cQE0wfKFnNV9dteynr92,Los Prisioneros,Modo trabajación,Estrechez De Corazón,0,383573,FALSE,0.66,0.742,11,-8.08,1,0.034,0.00151,4.04e-6,0.15,0.46,130.271,4,ska
11jMqNuaE2vTsBBjESguoL,Los Enanitos Verdes,Triste Hora,Igual Que Ayer,1,290160,FALSE,0.62,0.788,7,-8.646,1,0.0276,0.018,0,0.369,0.856,137.129,4,ska
0MNhugN0y99HgwxkJRPdrA,Dexys Midnight Runners,Mirando las nubes,Come On Eileen,0,285357,FALSE,0.45,0.769,2,-4.797,1,0.0592,0.562,0,0.306,0.604,107.05,4,ska
71jFgtUBKrBuIO6jeUYu9J,Los Enanitos Verdes,Triste Hora,Mi Primer Dia Sin Ti,0,270640,FALSE,0.522,0.639,9,-5.553,1,0.0246,0.129,0,0.185,0.437,83.377,4,ska
7FjBkz3OJiknpx1jtNkIFs,Joe Strummer;Scott Shields;Martin Slattery;Richard Flack;Paul Cook;Tymon Murray;Joe Strummer & The Mescaleros,Cinema Sounds of Hans Zimmer,Minstrel Boy - Film Verson,7,337173,FALSE,0.351,0.674,7,-9.068,1,0.0376,0.00644,0.419,0.0536,0.414,174.162,3,ska
1uOe9m9bAiAY4kGnGDu1Ns,Los Prisioneros,Rock un sentimiento vol. I,Amiga Mía,0,244053,FALSE,0.79,0.606,4,-7.699,1,0.0519,0.014,0.00488,0.133,0.903,135.276,4,ska
7frumfCbPME9rnrbBB7qZ7,Ramones,Maintain Your Mojo,I Wanna Be Sedated,0,149466,FALSE,0.598,0.96,11,-3.989,1,0.042,0.169,2.89e-5,0.105,0.937,163.011,4,ska
03DgLHhA7HCUB8aBTNqOwX,Bersuit Vergarabat,Triste Hora,Sencillamente,3,307306,FALSE,0.742,0.613,6,-7.3,0,0.027,0.329,8.99e-4,0.115,0.966,136.009,4,ska
087Hfvj80hJaJ7e15qKebK,Los Abuelos De La Nada,Rock x siempre,Sin Gamulán,0,195400,FALSE,0.615,0.549,9,-12.159,1,0.0481,0.536,8.43e-6,0.0536,0.391,75.054,4,ska
0CaAQYzg0k2poWXt30rCz0,Bersuit Vergarabat,Triste Hora,La Soledad,2,263933,TRUE,0.639,0.671,9,-4.563,0,0.0375,0.105,0,0.242,0.73,92.012,4,ska
6dxbdD5E6SILwAfBk5NTC2,Los Prisioneros,Rock un sentimiento vol. I,Estrechez De Corazón,0,383573,FALSE,0.66,0.742,11,-8.08,1,0.034,0.00151,4.04e-6,0.15,0.46,130.271,4,ska
2oxkdzlJjiFWj8lfsZkaCg,La Mosca Tse-Tse,Carrete familiar,Baila Para Mi,0,205386,FALSE,0.758,0.913,9,-4.182,1,0.0421,0.0794,0.00106,0.289,0.968,152.629,4,ska
5jQxNgMrDlbuYO6LQ3aY4Y,Lasse Stefanz,Greatest Hits,Du försvann som en vind,47,208120,FALSE,0.633,0.696,7,-6.626,1,0.0296,0.0914,4.08e-5,0.266,0.714,112.992,4,ska
3Kk30svEH2XoNsEvM3jyOP,Los Prisioneros,Modo trabajación,Corazones Rojos,0,211626,FALSE,0.775,0.507,2,-9.289,0,0.165,0.0015,3.34e-6,0.0677,0.752,92.229,4,ska
2Ns9vtFyKhGoI0vCFLHQOR,Los Enanitos Verdes,Triste Hora,Eterna Soledad,1,174160,FALSE,0.558,0.403,0,-8.968,1,0.0245,0.328,0,0.171,0.148,81.661,4,ska
4o7qQwLjPPwXNNSTax6yWr,Los Abuelos De La Nada,Rock x siempre,Lunes Por La Madrugada,0,194693,FALSE,0.613,0.655,2,-9.229,1,0.0288,0.0206,1.16e-6,0.224,0.557,138.854,4,ska
7HQb4hccUNRrB7tqQht0MH,Los Prisioneros,Rock un sentimiento vol. I,Tren Al Sur,0,336933,FALSE,0.676,0.67,9,-7.218,0,0.051,0.00565,0.00676,0.0805,0.725,90.232,4,ska
0BFWUoOu91FcOEtpTdWFrN,Bersuit Vergarabat,Rock x siempre,Esperando El Impacto,0,217200,FALSE,0.626,0.515,7,-5.26,1,0.0255,0.15,1.48e-6,0.218,0.478,110.999,4,ska
6aUEWZkvcTFOpr8viqbRza,Los Prisioneros,Rock un sentimiento vol. I,Corazones Rojos,0,211626,FALSE,0.775,0.507,2,-9.289,0,0.165,0.0015,3.34e-6,0.0677,0.752,92.229,4,ska
2XzziOT8OUGrDnnveRpxwI,Los Prisioneros,Fiesta temática 80s,Muevan Las Industrias,0,248893,FALSE,0.686,0.604,11,-14.24,0,0.037,0.12,0.496,0.0907,0.553,152.474,4,ska
2JR8NubWbZW1vj671mtWaV,Bersuit Vergarabat,Triste Hora,Un Pacto - Live In Buenos Aires / 2001,0,295160,FALSE,0.364,0.549,7,-7.18,1,0.0328,0.425,3.81e-6,0.961,0.208,73.397,4,ska
3s0JQVCSayMTDBlpC9Hub6,Los Prisioneros,Rock un sentimiento vol. I,El Baile De Los Que Sobran,0,343701,FALSE,0.818,0.621,0,-12.274,1,0.0528,0.297,2.5e-5,0.111,0.642,117.343,4,ska
2E9kAui8OwLU50kCvLQtiE,Lasse Stefanz;N!NE,Peppelinos bar (EPA Remix),Peppelinos bar - N!NE EPA Remix,50,170560,FALSE,0.603,0.918,0,-7.397,1,0.0446,0.00877,3.01e-6,0.0581,0.874,152.946,4,ska
7rSERmjAT38lC5QhJ8hnQc,Dropkick Murphys,The Warrior's Code,I'm Shipping Up To Boston,70,153600,FALSE,0.452,0.928,2,-3.133,1,0.079,7.06e-4,6.37e-4,0.226,0.6,129.188,4,ska
4EchqUKQ3qAQuRNKmeIpnf,The Offspring,Americana,The Kids Aren't Alright,81,180160,FALSE,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-5,0.0579,0.766,99.607,4,ska
7aeHztFLa7y9oRCmnJiS7U,Chancho En Piedra,Rindanse Terricolas,Volantín,46,243200,FALSE,0.677,0.839,2,-4.25,1,0.0378,0.00279,1.12e-5,0.307,0.807,98.008,4,ska
4DVU0z4zLAqPq2ShvB7Hl3,Panteon Rococo,Panteón Rococó,Que Pasará,47,240373,FALSE,0.736,0.878,0,-5.185,1,0.0654,0.0263,0,0.112,0.833,160.078,4,ska
4ddGbSuvryKgVIIBjBqGHo,Soda Stereo,Dynamo (Remastered),Camaleón - Remasterizado 2007,46,281480,FALSE,0.374,0.92,8,-7.561,1,0.0478,8.92e-5,0.491,0.0864,0.55,195.93,4,ska
0UvMeaPWStJGuXMe89bAoJ,Inspector;Panteon Rococo,"A2Í 5Uena!, Vol 2",Amargo Adios,44,241171,FALSE,0.599,0.845,2,-6.05,0,0.0389,0.0282,0,0.0749,0.858,74.992,4,ska
4sQZkvEugFqfWQ7OUsssZs,Los Caligaris,20 Años: El Show Más Feliz del Mundo (En Vivo),Razón - En Vivo,44,197847,FALSE,0.518,0.846,6,-7.181,1,0.0448,0.0529,0,0.934,0.563,152.087,4,ska
5JiRNiFW0qVuN3TkbpRnyJ,31 Minutos,Arwrarwrirwrarwro (Banda Sonora Original de la Cuarta Temporada),Mi Mamá Me Lo Teje Todo - Lino y Lana,46,238679,FALSE,0.535,0.799,9,-4.05,1,0.0428,0.221,8.01e-6,0.152,0.537,114.986,4,ska
1YEqm34aveo0byKXwgcUMx,Guachupé,La triste realidad,Cuando quieras,43,233119,FALSE,0.604,0.653,9,-4.894,1,0.0374,0.609,0,0.0906,0.906,124.171,4,ska
50RFZ81kvSH0FKGumrw8sQ,Kapanga,Operacion Rebenque,El Universal,48,191946,FALSE,0.57,0.885,2,-3.09,1,0.0387,0.0641,0,0.0712,0.857,149.878,4,ska
0Ki1LxOG8z8ywTCcUT3ugq,Los Caligaris,Transpirando Alegría,Tyson,45,196207,FALSE,0.526,0.884,5,-3.359,1,0.0757,0.0469,0,0.315,0.657,156.021,4,ska
2RgDiVVZrBDL81IV2AOxPe,Los Fabulosos Cadillacs,Rey Azúcar,Carmela - Remasterizado 2008,45,178426,FALSE,0.695,0.891,0,-5.118,0,0.0501,0.14,3.51e-4,0.0713,0.841,116.68,4,ska
02rL5rMK7s4LQ6BAjNF5iv,Los Fabulosos Cadillacs,Los Fabulosos Cadillacs - Vol. V,Radio Kriminal - Remasterizado 2008,45,278720,FALSE,0.791,0.701,2,-7.843,1,0.0678,0.0226,0.278,0.546,0.251,100.635,4,ska
4GO7nRMoH2XnvXSIUqNMqg,Panteon Rococo,A la Izquierda de la Tierra,Nada Pasó,44,279413,FALSE,0.49,0.747,0,-4.628,1,0.0448,0.0759,2.34e-4,0.108,0.785,96.01,4,ska
7f2Rpazz6GxPwKKGcTK3LA,Panteon Rococo;Santa Fe Klan,Ofrenda,Hasta Que Te Conocí,46,322533,FALSE,0.482,0.684,11,-4.117,0,0.0468,0.182,0,0.0776,0.328,104.724,4,ska
7immLUrKJayqnaJsjm7saq,Raztlan,Fuerza y Acción,A Chingar a Su Madre,44,112897,FALSE,0.617,0.913,7,-9.969,1,0.077,0.282,0,0.0286,0.8,102.117,4,ska
7asucfVh7xocyQ5b4ay1nR,Biquini Cavadão,Ao Vivo,Quanto Tempo Demora um Mês,44,184120,FALSE,0.509,0.674,6,-7.379,1,0.0383,0.253,0,0.732,0.159,75.066,4,ska
2V9jfUh3nLM7JZINiWNw25,Los Miserables,La voz del pueblo,Te doy una canción,44,164813,FALSE,0.51,0.838,9,-4.218,1,0.0551,0.0502,0,0.103,0.518,150.061,4,ska
5auwSKx96QcROy6CTGnHIl,Panteon Rococo,XX Años (En Vivo),Esta Noche - En Vivo,46,236026,FALSE,0.387,0.953,0,-9.177,1,0.158,0.00155,1.17e-4,0.859,0.167,101.749,4,ska
2oNMhDpqWkI3oIjOGmqV0z,Panteon Rococo,Panteón Rococó,La Distancia,45,266746,FALSE,0.653,0.955,10,-3.378,0,0.19,0.0692,0,0.0461,0.904,116.17,4,ska
0Cz5S00ll33KRLVyZMe8Yi,Chancho En Piedra,El Tinto Elemento,El Impostor,45,246680,FALSE,0.429,0.88,9,-4.645,1,0.0747,0.025,0,0.116,0.808,120.029,3,ska
2anDnmAKIauJ4of6K1BoGx,Biquini Cavadão,1985/2007 Sucessos Regravados (Vol. 2),Janaína,47,218613,FALSE,0.578,0.88,9,-5.113,1,0.0496,0.108,2.9e-6,0.114,0.719,175.983,4,ska
5BgVG99cG9QTZLhasksD8g,Souljah,Mestakung,Hanya Ingin Pulang,44,263888,FALSE,0.592,0.838,0,-4.025,1,0.0929,0.508,0,0.619,0.843,150.005,4,ska
7vP1ftuN13Tq2j9gVlEm1l,Los Caligaris;Pedro Fernández,Vivir Así Es Morir de Amor,Vivir Así Es Morir de Amor,45,195406,FALSE,0.704,0.739,11,-6.015,0,0.0588,0.25,0,0.0144,0.809,109.992,4,ska
7jBIWPsJJ09O0ffutG92Hw,Los Rude Boys,Mejores Tiempos,Mejores Tiempos,42,273893,FALSE,0.469,0.897,4,-6.333,0,0.0659,0.0494,6.44e-5,0.103,0.654,188.568,4,ska
79vchPw6mA5F3b4Ft2TqDT,Los Caligaris,Razón (En Vivo) - Single,Razón - En Vivo,47,204583,FALSE,0.533,0.87,6,-5.996,1,0.0679,0.109,0,0.951,0.588,152.254,4,ska
1JlxQG0qBaEI2V1f0zkQLT,Kapanga,Lima,No Me Sueltes (Es Posible),48,235146,FALSE,0.551,0.908,1,-5.619,1,0.0926,0.0167,0,0.345,0.77,153.99,4,ska
7wEKVEEo4Vmn1qNvL7AZNf,Panteon Rococo,Ofrenda,Veinticinco Rosas,44,173253,FALSE,0.755,0.74,5,-3.161,0,0.039,0.0048,1.87e-6,0.283,0.852,100.95,4,ska
5G5umxLDavEgT8DTBDAFaa,Los Estramboticos,Lucha y Resiste,Soñar Contigo,44,197363,FALSE,0.617,0.931,11,-5.321,0,0.0597,0.0615,2.7e-6,0.0673,0.943,160.006,4,ska
5dMaHqWYTJyDuCsBbVFqXd,Chancho En Piedra,Marca Chancho,Historias De Amor Y Condón,44,287626,FALSE,0.48,0.981,9,-2.941,1,0.0765,0.00646,0,0.115,0.604,170.445,4,ska
2yZsGhvrL3dRlbMLhAcy0E,Nana Pancha,Flores para los Muertos,Nada Que Perder,42,217133,FALSE,0.6,0.928,10,-3.679,1,0.129,0.0147,3.43e-5,0.173,0.616,90.924,4,ska
0B4XWvyquRhOQhhuOhUpqD,Los Estramboticos,Lágrimas y Risas,Gracias,44,247173,FALSE,0.68,0.9,9,-3.305,1,0.0289,0.0299,0.0122,0.188,0.924,136.006,4,ska
4jLVOcizOi34FZryboYa9R,Biquini Cavadão,Ao Vivo,Timidez,44,267733,FALSE,0.442,0.885,4,-5.843,1,0.0816,0.081,0,0.774,0.268,129.421,4,ska
6DCDSMe7pvGeK5J9a9OoIo,Biquini Cavadão,1985/2007 Sucessos Regravados (Vol. 1),Zé Ninguém,44,258265,FALSE,0.637,0.892,11,-5.284,0,0.0809,0.00464,0,0.199,0.845,130.01,4,ska
26wc2F3aJGvc5SJgKt7Xt8,Panteon Rococo,Ofrenda,Te Vas a Acordar de Mí,45,193173,FALSE,0.71,0.808,9,-3.634,1,0.0686,0.0198,1.85e-6,0.056,0.685,141.032,4,ska
3ltkObuXJYfkdcbNQsTvqM,Bersuit Vergarabat,La Argentinidad Al Palo,Porno Star,45,232533,FALSE,0.612,0.89,2,-4.827,1,0.0377,0.0167,7.1e-6,0.0689,0.712,95.029,4,ska
2tYheXpWuvarJVOTyXRuqF,The Mighty Mighty Bosstones,Emo Christmas 2022,X'Mas Time (It Sure Doesn't Feel Like It),0,177640,FALSE,0.47,0.666,2,-5.141,1,0.0321,0.0427,0,0.268,0.374,125.518,4,ska
5dxgUzUSEMddBRjMZk6bj4,Lasse Stefanz,Road Trip,Huaröd,45,151484,FALSE,0.647,0.813,9,-5.076,1,0.0758,0.135,0,0.173,0.826,153.994,4,ska
0nIr30RF5GZRmJWp8IBLpC,Los Caligaris,Circología,Bolso Gris,46,202000,FALSE,0.686,0.72,5,-4.771,1,0.0252,0.0347,0,0.16,0.771,97.978,4,ska
7yGZnu1WmzRVgEnxC4BtGg,The Mighty Mighty Bosstones,Alternative Christmas 2022,X'Mas Time (It Sure Doesn't Feel Like It),0,177640,FALSE,0.47,0.666,2,-5.141,1,0.0321,0.0427,0,0.268,0.374,125.518,4,ska
57ECsM5I8Y4Jyyy3AEYW9U,Los Caligaris,Yernos Perfectos,A Vos,44,235058,FALSE,0.628,0.869,6,-5.821,0,0.0426,0.125,1.19e-6,0.0235,0.868,166.983,4,ska
3vcQXcGUqeaFpPIL1oIKTl,Divididos,Rock x siempre,¿Qué Ves?,0,313733,FALSE,0.87,0.53,9,-9.654,0,0.0694,0.0315,1.23e-4,0.0395,0.751,107.882,4,ska
4ic8rMERkpoLQ1tjPrGxwt,Broilers,Puro Amor,Alles wird wieder OK!,43,161078,FALSE,0.687,0.806,2,-5.242,1,0.0438,0.0157,0.0144,0.29,0.731,135.041,4,ska
6n1vYUIisGSlawZTVgy2Po,Biquini Cavadão,Me Leve Sem Destino (Ao Vivo),Quando Eu Te Encontrar - Ao Vivo,44,213533,FALSE,0.52,0.933,6,-5.2,1,0.0357,0.0159,0.0195,0.397,0.536,99.998,4,ska
6ThXQg3iN73renTPLocRTM,The Jam,80s Bangers Vol. 2,Town Called Malice,0,174160,FALSE,0.534,0.955,7,-5.338,1,0.0918,0.00368,0.0519,0.0719,0.759,101.724,4,ska
5le94AmYDEMG15R5iRfgxJ,Divididos,Rock x siempre,Ala Delta,0,354746,FALSE,0.555,0.622,9,-12.245,1,0.031,0.00208,0.162,0.147,0.734,156.415,4,ska
4Gresv7JWudO3BhMFCVxge,Lasse Stefanz,Den lilla klockan,Vi går mot ljuset,44,194906,FALSE,0.614,0.768,7,-8.968,1,0.0288,0.419,1.81e-6,0.0839,0.846,112.38,4,ska
4W3kCjcFMvFEW0p4BJfKOx,Flogging Molly,Emo Christmas 2022,The Times They Are A-Changin',1,180653,FALSE,0.343,0.954,7,-4.799,1,0.13,0.0604,1.24e-5,0.222,0.341,152.115,4,ska
6rk1UifNJO2oKMajBOdETB,Maskatesta,The Maskatonians All Stars And Friends,Solo un Minuto,42,299253,FALSE,0.712,0.751,7,-3.613,1,0.0426,0.0297,0,0.332,0.886,140.033,4,ska
1oEVFAAHzA8xPbPoaJB3bf,Los Auténticos Decadentes;Fernando Ruiz Diaz,En Vivo en el Palacio de los Deportes - 25 Aniversario,Un Osito de Peluche de Taiwán (feat. Fernando Ruiz Díaz) - Vivo en el Palacio de los Deportes,46,315425,FALSE,0.364,0.873,2,-5.894,1,0.0455,0.174,0,0.939,0.235,98.146,4,ska
3MrWxJaD2AT0W9DjWF64Vm,Dexys Midnight Runners,Too Rye Ay,Come On Eileen,75,287306,FALSE,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-6,0.259,0.782,106.61,4,ska
4KcH1ZRV2W1q7Flq0QqC76,Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Blitzkrieg Bop - 2016 Remaster,73,134466,FALSE,0.385,0.783,9,-2.533,1,0.233,2.69e-4,0.47,0.108,0.902,176.701,4,ska
56IhGBCFIRw9reDg2NTZSz,Soda Stereo,Nada Personal (Remastered),El Cuerpo Del Delito - Remasterizado 2007,43,226653,FALSE,0.769,0.888,11,-5.057,0,0.0485,0.54,2.18e-4,0.0771,0.949,134.065,4,ska
5gkNiqB4WzDX9pCHuCLgSa,La Perra Que Los Parió,Como Evitar Que Sangremos,Lo Que Nunca Te Dije,41,313520,FALSE,0.277,0.626,0,-5.936,1,0.0306,0.0109,0.00412,0.102,0.19,173.574,4,ska
2LvtkR0gz5SJ8Tz4hV6z35,Lollypop Lorry,Live at Octopus,I Won't Let You Go (Live),42,122334,FALSE,0.697,0.509,10,-6,0,0.0344,0.107,1.42e-5,0.0471,0.902,126.076,4,ska
6sayfg53szOqM0AqS31OUI,31 Minutos,31 Minutos,"Señora, Devuélvame la Pelota o Si No No Sé Lo Qué Haré - Pepe Lota",43,187000,FALSE,0.748,0.484,1,-7.598,0,0.11,0.863,2.57e-4,0.101,0.496,118.194,4,ska
0nrtry9z9uj3AHr5x58cK8,Inspector;Los Caligaris,Y Qué,Y Qué,43,212368,FALSE,0.686,0.879,8,-6.385,1,0.0421,0.179,0,0.148,0.534,144.031,4,ska
6JCO6XWIAWAQcG2UG7pZAG,Chancho En Piedra,Funkybarítico Hedónico Fantástico,Tren a la Luna,43,226445,FALSE,0.65,0.852,1,-7.348,0,0.0844,0.0163,0.0101,0.28,0.903,119.996,4,ska
6hjYEBN9WwrpLHRRvhdsby,Panteon Rococo,XX Años (En Vivo),Estrella Roja - En Vivo,44,219106,FALSE,0.442,0.937,7,-8.815,1,0.0782,0.00615,0.00325,0.373,0.631,141.967,3,ska
3PVxFrXLdtISm3MSyfkWUk,Attaque 77,Antihumano,Setentista,43,229746,FALSE,0.421,0.907,4,-4.422,1,0.0476,0.0167,6.55e-5,0.198,0.668,156.023,4,ska
4Wq399KYm69pDbK1XjFniT,Panteon Rococo,Infiernos,Botellas,43,247680,FALSE,0.726,0.895,9,-6.097,0,0.0435,0.223,0,0.0533,0.849,159.993,4,ska
5lKoQE1qdSfbvbkldmMM3A,Samiam,Astray,Sunshine,43,196133,FALSE,0.533,0.967,9,-5.851,1,0.0478,1.18e-4,0.134,0.129,0.455,111.406,4,ska
45YYcOVAIAFxGV0kR4pMq0,Los Estramboticos,Todo Algún Día Termina,Todo Algún Día Termina,42,248014,FALSE,0.548,0.941,7,-4.061,1,0.0556,0.00568,1.67e-5,0.295,0.767,153.027,4,ska
4Lgfg9sharh77KotnQcK0P,Los Caligaris,20 Años: El Show Más Feliz del Mundo (En Vivo),Olvidar/El Oasis/Saber Perder - En Vivo,42,436791,FALSE,0.429,0.768,9,-10.373,1,0.0526,0.0232,6.28e-5,0.79,0.281,149.754,4,ska
7ljTI8Yt1JkumFmjTcvnGf,Panteon Rococo,Si Una Vez,Si Una Vez,42,228360,FALSE,0.668,0.907,5,-5.092,0,0.0998,0.0446,3.82e-4,0.0707,0.865,105.071,4,ska
4Kf80JwKZcrHE0jJQKuH0e,The Dead Milkmen,Death Rides A Pale Cow: The Ultimate Collection,Dean's Dream,43,107866,FALSE,0.404,0.921,6,-5.758,0,0.0415,0.00809,4.45e-6,0.16,0.849,110.589,4,ska
4lMHkTJe2Kcx4yJXfBaTyj,Inspector,Alma En Fuego,Cara De Chango,42,194893,FALSE,0.756,0.812,11,-5.593,1,0.0735,0.164,7.03e-6,0.145,0.872,144.61,4,ska
2hok5u09EI3Pl3PGf7j8nk,31 Minutos,Arwrarwrirwrarwro (Banda Sonora Original de la Cuarta Temporada),El Huerfadrino - Percy Mamani,42,128124,FALSE,0.651,0.92,11,-3.651,1,0.0332,0.245,0,0.32,0.962,93.129,4,ska
1JiKG47wsKUFSJwzmSkMwN,Attaque 77,Karmagedon,Cartonero,44,192693,FALSE,0.5,0.831,5,-4.582,0,0.0383,0.00718,0,0.275,0.813,169.874,4,ska
2BxdBN7l5r5dxj9yUJfkvi,Souljah,Mestakung,Sudah Sudahlah,43,248032,FALSE,0.652,0.78,2,-3.523,0,0.0764,0.574,0,0.0785,0.9,168.021,4,ska
3OJ9kFQsKJxyx4aqFXZuHr,Panteon Rococo,Un Panteon Muy Vivo,Cumbia del Olvido,43,260666,FALSE,0.523,0.898,9,-6.235,0,0.13,0.0742,0,0.862,0.608,103.008,4,ska
